,locality,type,subtype,price,sale_type,rooms,living_area,equipped_kitchen,furnished,fire,terrace,terrace_area,garden,garden_area,plot_surface,facades,pool,state
2785,1140,2,APARTMENT,1500,2,2,97,1,1,0,1,8,,,,2,0,AS_NEW
2786,2300,2,APARTMENT,750,2,1,60,0,0,0,1,20,,,,,0,GOOD
2787,1853,1,VILLA,649000,1,4,204,1,0,0,1,30,,,1400,4,0,AS_NEW
2788,2520,,HOUSE_GROUP,,1,,,,,0,,,,,,,,
2789,9220,2,DUPLEX,800,2,2,,0,,0,,,,,,,,GOOD
2790,2000,2,FLAT_STUDIO,625,2,1,30,0,,0,,,,,,2,,GOOD
2791,1150,1,MIXED_USE_BUILDING,850000,1,4,520,0,0,0,1,20,,,388,3,0,GOOD
2792,1853,2,APARTMENT,1050,2,2,80,1,0,0,1,4,,,,3,0,AS_NEW
2793,1180,2,APARTMENT,2450,2,3,169,1,1,0,1,140,,,,,,JUST_RENOVATED
2794,2800,1,HOUSE,1600,2,3,267,,,0,,,,,0,,,
2795,1020,1,APARTMENT_BLOCK,635000,1,5,302,0,0,1,1,18,1,50,191,2,,
2796,2820,1,HOUSE,1395000,1,3,,,,0,1,,,,7595,4,1,AS_NEW
2797,6780,1,HOUSE,335000,1,3,180,0,,1,,,,,420,4,1,TO_BE_DONE_UP
2798,1160,2,FLAT_STUDIO,1000,2,1,42,1,1,0,1,8,,,,2,0,AS_NEW
2799,1160,2,APARTMENT,1015,2,1,100,0,0,0,1,,,,,2,0,GOOD
2800,9000,2,APARTMENT,975,2,2,134,,0,0,1,,,,,,,
2801,9900,2,APARTMENT,850,2,2,,,,0,1,,,,,,,
2802,8570,2,APARTMENT,670,2,2,80,,,0,,,,,,,,GOOD
2803,9600,1,MIXED_USE_BUILDING,339500,1,5,900,,,0,1,,,,557,2,,TO_RESTORE
2804,2600,2,FLAT_STUDIO,695,2,0,40,0,,0,1,8,,,,,,GOOD
2805,1170,2,APARTMENT,1700,2,2,141,1,1,0,1,6,,,,2,,AS_NEW
2806,8450,1,CHALET,149000,1,2,44,,,0,,,,,44,,,GOOD
2807,2300,2,GROUND_FLOOR,238400,1,2,80,0,,0,1,10,,,,2,,
2808,1190,1,HOUSE,1095000,1,5,304,0,,0,1,24,1,102,224,2,0,AS_NEW
2809,4500,1,APARTMENT_BLOCK,269000,1,3,168,0,0,0,,,,,63,2,0,GOOD
2810,9040,1,HOUSE,1800,2,4,200,0,0,0,,,,,191,2,,AS_NEW
2811,9308,2,APARTMENT,820,2,2,110,0,,0,1,,,,,2,,
2812,1050,2,APARTMENT,345000,1,2,84,,0,0,1,3,,,,2,,
2813,9100,1,APARTMENT_BLOCK,635000,1,0,,,,0,,,,,0,3,0,
2814,9620,2,APARTMENT,845,2,1,75,0,,0,1,30,,,,,,GOOD
2815,1050,2,APARTMENT,345000,1,2,66,1,0,0,1,1,,,,2,0,AS_NEW
2816,6200,1,HOUSE,64999,1,2,126,0,0,0,1,16,1,120,183,2,0,GOOD
2817,1180,2,APARTMENT,1600,2,2,122,,,0,,,,,,,,
2818,1030,2,APARTMENT,2195,2,2,150,1,0,1,1,10,1,145,,2,0,JUST_RENOVATED
2819,5060,1,HOUSE,140000,1,2,92,0,,0,,,,,0,2,,
2820,1500,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
2821,9000,2,FLAT_STUDIO,595,2,1,33,,0,0,,,,,,,,AS_NEW
2822,1000,2,APARTMENT,405000,1,3,124,,,0,,,,,,3,,TO_BE_DONE_UP
2823,9100,2,APARTMENT,1000,2,2,98,0,,0,1,12,,,,2,,GOOD
2824,9000,2,APARTMENT,379000,1,3,101,0,,0,1,7,,,,,,
2825,1460,1,HOUSE,440000,1,3,130,0,0,0,,,,,409,3,0,GOOD
2826,1050,2,APARTMENT,845000,1,3,221,0,0,0,1,,,,,2,0,TO_BE_DONE_UP
2827,1000,2,APARTMENT,1625,2,2,96,1,1,0,1,23,,,,4,0,GOOD
2828,2930,2,APARTMENT,1200,2,2,125,0,0,0,,,,,,,,GOOD
2829,9041,2,APARTMENT,288000,1,2,83,1,0,0,1,14,,,,,,GOOD
2830,3590,2,APARTMENT,700,2,1,42,,0,0,,,,,,,,AS_NEW
2831,8620,2,APARTMENT,825,2,1,59,,,0,,,,,,,,GOOD
2832,2600,2,APARTMENT,249000,1,2,100,0,,0,1,8,,,,,,GOOD
2833,4400,1,HOUSE,189000,1,3,130,0,,0,1,60,1,98,362,3,,TO_RENOVATE
2834,1050,2,APARTMENT,775,2,1,53,0,0,0,,,,,,2,0,AS_NEW
2835,8510,1,HOUSE,1100,2,2,134,0,0,0,,,,,696,4,,AS_NEW
2836,3012,1,HOUSE,219000,1,3,170,0,,0,1,,,,2110,4,,TO_RENOVATE
2837,3020,1,HOUSE,455000,1,2,121,0,,0,1,,1,13,85,2,,JUST_RENOVATED
2838,4020,2,FLAT_STUDIO,550,2,1,36,0,0,0,1,,,,,,,GOOD
2839,1000,2,APARTMENT,2200,2,2,144,1,1,0,,,,,,2,0,AS_NEW
2840,1030,2,GROUND_FLOOR,215000,1,2,81,1,0,0,1,15,,,,2,0,TO_BE_DONE_UP
2841,1150,2,APARTMENT,590000,1,3,130,1,0,0,1,6,,,,2,0,GOOD
2842,2800,1,HOUSE,469000,1,4,184,0,,0,,,1,53,146,2,,GOOD
2843,9300,1,VILLA,825000,1,3,393,1,,0,1,,,,3582,4,1,GOOD
2844,9220,1,MIXED_USE_BUILDING,850,2,3,,0,,0,,,,,0,,,JUST_RENOVATED
2845,1190,1,HOUSE,2950,2,5,,1,0,0,1,30,1,120,0,2,0,AS_NEW
2846,3000,2,KOT,790,2,1,18,0,1,0,,,,,,2,,
2847,1000,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
2848,7020,1,HOUSE,179000,1,2,115,0,0,0,1,10,,,275,3,,TO_BE_DONE_UP
2849,8660,2,APARTMENT,134000,1,1,48,,,0,,,,,,,,GOOD
2850,4100,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
2851,1070,2,LOFT,3000,2,0,379,1,,0,,,,,,,,GOOD
2852,4000,2,APARTMENT,368000,1,3,162,0,,0,1,9,,,,2,,GOOD
2853,7030,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
2854,6700,2,APARTMENT,650,2,1,63,0,,0,,,,,,2,,GOOD
2855,3583,1,HOUSE,341000,1,3,150,,,0,,,,,281,3,,
2856,1040,2,APARTMENT,335000,1,1,75,0,0,0,,,,,,3,0,
2857,1150,2,APARTMENT,2200,2,4,200,1,0,0,1,,,,,2,,AS_NEW
2858,1780,2,APARTMENT,239000,1,1,77,0,0,0,1,6,,,,2,0,AS_NEW
2859,4500,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
2860,1000,2,APARTMENT,1350,2,2,85,0,1,0,1,,,,,,,GOOD
2861,3000,2,APARTMENT,1195,2,1,60,1,1,0,,,1,1,,,0,
2862,8470,1,HOUSE,129000,1,3,84,0,,0,,,1,140,270,4,,TO_RENOVATE
2863,2350,1,VILLA,795000,1,5,576,1,0,1,1,,,,2954,4,0,GOOD
2864,7000,2,APARTMENT,800,2,2,,0,,0,,,,,,2,0,AS_NEW
2865,1700,2,APARTMENT,219000,1,3,98,0,,0,1,7,,,,3,,TO_RENOVATE
2866,1850,2,APARTMENT,325000,1,2,97,0,,0,,,1,100,,,,GOOD
2867,3910,1,HOUSE,975000,1,3,155,,,0,,,1,14519,14519,4,,
2868,2880,1,HOUSE,160000,1,3,118,0,,0,,,1,263,345,2,,TO_RENOVATE
2869,1050,2,APARTMENT,1450,2,1,64,1,1,0,,,,,,2,0,JUST_RENOVATED
2870,4000,2,APARTMENT,1950,2,3,148,0,,0,1,36,,,,,,
2871,6920,1,HOUSE,275000,1,6,230,0,1,0,1,20,1,910,910,3,,TO_BE_DONE_UP
2872,2830,2,DUPLEX,965,2,1,64,1,,0,1,12,,,,2,,
2873,2140,1,APARTMENT_BLOCK,399000,1,4,164,,0,0,1,,,,142,2,0,
2874,2610,2,APARTMENT,1100,2,2,80,,,0,1,10,,,,,,
2875,6900,1,HOUSE,44438,1,4,,0,,0,1,20,1,1,760,4,0,GOOD
2876,8420,2,APARTMENT,1300,2,2,120,1,,0,,,,,,,,AS_NEW
2877,9700,1,HOUSE,420000,1,5,243,,,0,1,,,,958,4,,TO_RENOVATE
2878,2580,2,APARTMENT,850,2,2,90,1,,0,1,6,,,,,,AS_NEW
2879,1170,1,APARTMENT_BLOCK,780000,1,5,210,0,0,0,,,1,25,100,2,0,GOOD
2880,9032,2,APARTMENT,349000,1,2,80,,,0,1,3,1,200,,,,JUST_RENOVATED
2881,1180,2,PENTHOUSE,980000,1,2,140,1,0,0,1,30,,,,,0,GOOD
2882,8310,1,HOUSE,895,2,2,,0,,0,1,1,1,1,0,,0,
2883,9000,2,APARTMENT,1300,2,2,,0,,0,,,,,,2,,GOOD
2884,5000,,HOUSE_GROUP,,1,,,,,0,,,,,,,,
2885,2000,2,DUPLEX,321000,1,1,70,0,,0,1,7,,,,,,GOOD
2886,1060,2,APARTMENT,1590,2,2,95,1,,0,1,3,,,,2,,
2887,7320,2,APARTMENT,595,2,2,98,0,0,0,,,,,,2,,
2888,5080,1,HOUSE,950,2,3,110,0,,0,1,,,,1000,4,,JUST_RENOVATED
2889,4020,1,HOUSE,175000,1,2,75,0,0,0,1,10,1,40,130,3,0,TO_BE_DONE_UP
2890,8930,1,MIXED_USE_BUILDING,299000,1,3,257,0,0,0,1,,1,290,597,2,0,GOOD
2891,2000,2,APARTMENT,285000,1,2,96,0,,0,1,12,,,,2,,TO_BE_DONE_UP
2892,1370,2,APARTMENT,750,2,2,75,0,,0,1,3,,,,2,,
2893,9300,2,APARTMENT,920,2,2,113,0,,0,1,28,,,,2,0,AS_NEW
2894,8500,2,APARTMENT,990,2,2,90,,0,0,1,,,,,3,0,
2895,9600,1,HOUSE,335000,1,3,150,0,,0,1,,,,264,2,,GOOD
2896,2340,1,HOUSE,1200,2,3,,0,,0,,,,,834,4,,JUST_RENOVATED
2897,4000,2,FLAT_STUDIO,480,2,0,25,0,,0,,,,,,2,,GOOD
2898,1000,2,DUPLEX,2850,2,2,143,1,0,0,1,15,,,,2,0,JUST_RENOVATED
2899,2000,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
2900,1000,2,APARTMENT,1490,2,2,93,1,1,0,,,,,,2,,JUST_RENOVATED
2901,2000,2,APARTMENT,1650,2,2,105,1,0,0,1,5,,,,2,0,AS_NEW
2902,4020,1,HOUSE,195000,1,3,217,0,,0,,,1,100,100,2,,TO_RENOVATE
2903,6200,2,APARTMENT,850,2,2,108,0,,0,1,,,,,,,
2904,8570,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
2905,3090,1,VILLA,2450,2,6,210,,0,0,1,,,,945,4,0,
2906,7334,1,HOUSE,351000,1,3,157,,,0,,,,,227,,,GOOD
2907,1080,1,TOWN_HOUSE,380000,1,6,,0,0,0,1,,,,0,2,0,GOOD
2908,4032,1,HOUSE,270000,1,3,144,0,0,0,1,32,1,81,234,2,0,AS_NEW
2909,9570,1,HOUSE,305000,1,3,229,0,,0,,,,,1301,,,TO_RENOVATE
2910,5080,1,HOUSE,875,2,2,100,0,,0,,,,,1000,4,,JUST_RENOVATED
2911,1830,1,HOUSE,339000,1,3,135,0,,0,,,1,55,0,,,JUST_RENOVATED
2912,1000,2,APARTMENT,1600,2,1,60,1,,0,1,9,,,,,,GOOD
2913,1190,2,APARTMENT,275000,1,2,98,0,0,0,1,12,,,,2,0,
2914,1700,1,VILLA,747000,1,4,310,1,0,0,1,40,1,350,541,4,,AS_NEW
2915,3000,2,APARTMENT,1050,2,2,75,0,0,0,,,,,,2,,AS_NEW
2916,5640,1,VILLA,329000,1,3,186,,,0,1,,,,654,4,,
2917,1120,1,HOUSE,510000,1,3,210,0,,0,,,1,147,223,2,,
2918,9870,1,HOUSE,479000,1,0,174,,,0,,,,,1360,4,,GOOD
2919,1040,2,APARTMENT,880,2,2,55,0,,0,,,,,,2,0,GOOD
2920,4040,2,APARTMENT,168000,1,2,87,0,,0,,,,,,3,,GOOD
2921,8820,2,APARTMENT,700,2,2,89,,0,0,,,,,,,,AS_NEW
2922,9920,1,HOUSE,1200,2,3,190,,0,0,,,,,900,3,,
2923,8530,2,APARTMENT,795,2,3,,,,0,,,,,,,,GOOD
2924,1030,2,APARTMENT,1600,2,2,96,1,1,0,1,28,,,,,0,GOOD
2925,1180,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
2926,9620,1,HOUSE,427000,1,3,196,1,0,0,1,21,1,49,220,3,0,GOOD
2927,1933,2,APARTMENT,1325,2,2,91,0,,0,1,11,,,,2,,
2928,7760,1,HOUSE,200000,1,3,156,0,0,0,1,,,,230,3,,GOOD
2929,1180,2,APARTMENT,1290,2,1,80,0,0,0,1,11,,,,2,,AS_NEW
2930,9550,1,VILLA,849000,1,4,225,1,0,0,1,50,1,400,1078,4,0,AS_NEW
2931,2350,2,PENTHOUSE,675000,1,3,193,0,,0,1,40,,,,3,,
2932,1950,1,VILLA,3000,2,5,,0,,1,1,31,1,110,900,4,0,AS_NEW
2933,1030,2,APARTMENT,1075,2,1,88,0,,0,1,6,,,,,0,GOOD
2934,4400,1,HOUSE,119000,1,1,75,0,,0,1,20,1,50,200,2,,TO_RENOVATE
2935,4020,2,APARTMENT,115000,1,2,75,,,0,1,,,,,2,,
2936,3510,2,APARTMENT,179000,1,2,64,,,0,,,,,,2,,AS_NEW
2937,7100,2,APARTMENT,825,2,3,121,,0,0,1,,,,,2,,
2938,8500,2,PENTHOUSE,335000,1,2,82,,,0,1,100,,,,,,GOOD
2939,1140,2,FLAT_STUDIO,206000,1,0,36,0,,0,1,1,,,,2,0,GOOD
2940,2650,1,APARTMENT_BLOCK,1100000,1,2,,0,,0,1,,,,0,2,,JUST_RENOVATED
2941,1180,2,APARTMENT,550000,1,3,179,1,0,0,1,10,,,,2,0,GOOD
2942,9890,2,APARTMENT,382150,1,3,126,1,0,0,1,11,,,,4,,GOOD
2943,1440,1,HOUSE,725000,1,4,272,1,0,0,1,44,1,585,735,3,0,AS_NEW
2944,1000,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
2945,1000,2,APARTMENT,1490,2,2,93,1,1,0,,,,,,2,0,AS_NEW
2946,9850,2,APARTMENT,1100,2,3,116,0,,0,,,,,,,,GOOD
2947,3770,2,DUPLEX,880,2,2,,1,0,0,1,19,,,,3,,AS_NEW
2948,6890,1,VILLA,395000,1,7,226,0,,1,1,,1,500,2066,4,,TO_BE_DONE_UP
2949,7330,1,HOUSE,190000,1,4,135,,,0,1,,,,51,2,,
2950,5644,1,HOUSE,415000,1,7,350,0,0,0,1,50,1,500,689,4,0,GOOD
2951,2550,2,APARTMENT,249000,1,2,108,0,,1,1,12,,,,2,,GOOD
2952,1930,2,APARTMENT,269000,1,2,65,0,0,0,,,,,,4,,GOOD
2953,4400,2,APARTMENT,225000,1,2,72,0,,0,,,,,,2,,GOOD
2954,1081,2,APARTMENT,1250,2,3,124,0,0,0,1,2,,,,2,0,AS_NEW
2955,1500,1,VILLA,799000,1,6,294,1,0,1,1,45,1,540,856,4,0,AS_NEW
2956,1348,2,FLAT_STUDIO,1825,2,1,40,,,0,1,,,,,,,
2957,1140,2,APARTMENT,1550,2,2,86,1,1,0,1,12,,,,,0,GOOD
2958,8301,2,APARTMENT,910,2,2,86,,,0,1,,,,,,,GOOD
2959,8200,2,APARTMENT,449000,1,3,113,0,0,0,1,24,,,,3,0,AS_NEW
2960,5170,1,HOUSE,260000,1,3,183,0,,1,,,,,0,3,,
2961,5000,2,KOT,370,2,1,87,0,,0,,,1,500,,,,GOOD
2962,1050,2,FLAT_STUDIO,805,2,6,200,1,1,0,,,,,,2,,JUST_RENOVATED
2963,1160,1,HOUSE,1750000,1,5,540,1,0,0,1,47,1,274,506,2,0,AS_NEW
2964,3910,2,GROUND_FLOOR,299000,1,2,115,,0,0,1,25,,,,2,0,
2965,1020,2,LOFT,179000,1,3,140,0,,0,,,,,,2,0,TO_RESTORE
2966,1330,1,HOUSE,545000,1,5,200,0,0,0,1,,,,635,4,0,TO_BE_DONE_UP
2967,1050,2,APARTMENT,2500,2,2,130,0,1,0,1,10,,,,,0,AS_NEW
2968,4632,1,HOUSE,315000,1,6,204,0,0,0,1,,1,515,658,4,0,GOOD
2969,8670,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
2970,1474,1,HOUSE,2500,2,4,331,1,0,0,1,,1,1396,1697,4,1,AS_NEW
2971,9800,1,HOUSE,800,2,2,,,,0,,,,,0,,,
2972,7000,2,APARTMENT,850,2,3,93,0,,0,,,,,,2,,GOOD
2973,9940,2,GROUND_FLOOR,770,2,2,105,,0,0,1,,,,,,,AS_NEW
2974,6031,1,HOUSE,350,2,5,174,0,0,0,,,,,83,2,0,AS_NEW
2975,1160,2,APARTMENT,1100,2,1,63,1,0,0,,,,,,2,,AS_NEW
2976,1348,2,DUPLEX,1300,2,3,92,0,,0,1,17,1,30,,2,0,
2977,6880,1,HOUSE,850,2,3,150,0,0,0,1,,,,0,2,0,AS_NEW
2978,2930,1,HOUSE,595000,1,4,196,,,0,,,,,644,4,1,
2979,1000,2,APARTMENT,2475,2,2,90,1,1,0,1,6,,,,2,,JUST_RENOVATED
2980,1050,2,FLAT_STUDIO,890,2,0,45,0,1,0,,,,,,2,0,AS_NEW
2981,1180,1,HOUSE,630000,1,4,158,0,0,0,1,35,1,1500,1680,4,0,TO_RENOVATE
2982,1000,2,DUPLEX,1350,2,1,60,0,0,0,,,,,,2,0,AS_NEW
2983,2630,1,VILLA,2000,2,3,160,0,,0,1,,,,465,4,,GOOD
2984,1420,1,VILLA,3500,2,5,315,1,,1,1,1,1,1,1840,4,0,GOOD
2985,4577,1,HOUSE,750,2,1,110,0,,0,1,40,1,35,200,3,,AS_NEW
2986,1348,2,GROUND_FLOOR,950,2,2,75,1,,0,1,4,,,,,,AS_NEW
2987,2845,2,APARTMENT,650,2,0,,,0,0,,,,,,,,AS_NEW
2988,3500,2,PENTHOUSE,1450,2,3,171,0,,0,1,,,,,3,,
2989,1050,2,GROUND_FLOOR,3950,2,3,180,1,0,0,1,44,1,360,,2,1,GOOD
2990,24100,1,HOUSE,369000,1,4,177,,,0,,,,,7541,,,
2991,5380,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
2992,9000,1,HOUSE,285000,1,3,200,0,,0,,,,,125,2,,GOOD
2993,1380,2,DUPLEX,1500,2,2,120,0,0,0,1,,,,,3,0,AS_NEW
2994,2000,2,APARTMENT,1500,2,2,95,,1,0,1,25,,,,,,AS_NEW
2995,1030,2,GROUND_FLOOR,900,2,1,60,1,0,0,,,,,,2,0,GOOD
2996,7000,2,FLAT_STUDIO,540,2,1,45,0,,0,1,,,,,2,,GOOD
2997,1180,2,PENTHOUSE,1550,2,2,150,0,,0,1,52,,,,3,0,GOOD
2998,9255,1,VILLA,545000,1,3,229,0,,1,1,90,1,270,636,4,,GOOD
2999,1630,2,APARTMENT,1180,2,2,86,1,,0,1,9,,,,,0,JUST_RENOVATED
3000,9570,1,HOUSE,379000,1,3,170,,,0,,,,,332,,,
3001,2300,2,APARTMENT,775,2,2,96,,0,0,1,,,,,,,AS_NEW
3002,1000,2,PENTHOUSE,1500,2,1,60,1,1,0,1,5,,,,,0,GOOD
3003,1200,2,APARTMENT,1375,2,2,83,,,0,,,,,,,,GOOD
3004,5000,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
3005,1050,1,HOUSE,4900,2,5,500,0,0,1,1,15,1,100,100,2,0,AS_NEW
3006,1654,1,HOUSE,369000,1,3,276,0,,0,,,,,0,,,TO_BE_DONE_UP
3007,2000,2,APARTMENT,365000,1,1,85,0,,0,1,,,,,2,,AS_NEW
3008,7300,1,HOUSE,402975,1,5,159,,,0,,,,,1878,4,,GOOD
3009,8300,2,GROUND_FLOOR,695000,1,2,88,1,1,0,1,15,1,85,,2,0,AS_NEW
3010,2020,2,APARTMENT,750,2,1,80,0,,0,,,,,,,,
3011,8740,1,COUNTRY_COTTAGE,1995000,1,8,800,0,1,0,1,,,,18262,,,GOOD
3012,9000,1,HOUSE,547000,1,4,,,,0,1,32,1,400,400,,,
3013,2600,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
3014,7160,1,HOUSE,925,2,3,178,0,,0,1,28,1,230,385,3,,AS_NEW
3015,2100,2,APARTMENT,165000,1,2,76,0,,0,1,10,,,,,,GOOD
3016,2060,2,APARTMENT,164000,1,1,47,,,0,,,,,,,,
3017,9940,2,APARTMENT,263668,1,1,75,,,0,,,,,,,,GOOD
3018,2920,1,HOUSE,1850,2,4,,,,0,,,,,750,4,,GOOD
3019,8647,1,HOUSE,178000,1,3,312,,,0,,,,,0,2,0,
3020,1820,1,HOUSE,569000,1,5,230,0,,0,1,35,1,395,705,3,,JUST_RENOVATED
3021,1400,2,APARTMENT,1200,2,3,100,1,0,0,1,8,,,,3,0,GOOD
3022,2660,2,GROUND_FLOOR,289000,1,2,91,0,,0,,,1,20,,3,,GOOD
3023,1200,2,APARTMENT,1250,2,2,77,1,0,0,1,4,,,,2,0,GOOD
3024,6840,1,MIXED_USE_BUILDING,175000,1,0,240,0,0,0,1,12,,,107,2,0,TO_RESTORE
3025,1020,2,APARTMENT,229000,1,2,77,1,,0,1,17,,,,,0,GOOD
3026,2400,1,VILLA,523500,1,4,241,0,,0,,,,,748,3,,
3027,1090,1,HOUSE,850000,1,4,320,1,0,0,1,50,1,120,310,2,0,GOOD
3028,8510,1,HOUSE,235000,1,3,160,0,,0,1,,1,75,220,2,,TO_BE_DONE_UP
3029,2060,2,APARTMENT,175000,1,3,107,,,0,,,,,,2,,TO_RENOVATE
3030,1150,1,VILLA,11500,2,6,580,1,0,0,1,200,1,3000,5700,4,0,AS_NEW
3031,9800,2,APARTMENT,835,2,2,82,0,0,0,1,,,,,2,,GOOD
3032,1070,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
3033,1640,1,HOUSE,2600,2,5,260,0,0,1,1,,,,0,2,0,GOOD
3034,1653,1,HOUSE,445000,1,3,145,0,0,1,1,,,,500,3,0,GOOD
3035,2600,2,APARTMENT,219000,1,2,83,0,,0,1,7,,,,,,GOOD
3036,1380,1,HOUSE,2450,2,5,210,0,0,0,1,40,1,900,1200,4,0,GOOD
3037,9620,1,HOUSE,265000,1,3,,,,0,,,,,922,4,,TO_RENOVATE
3038,7500,2,APARTMENT,765,2,2,,,0,0,1,,,,,2,,AS_NEW
3039,2830,2,APARTMENT,279000,1,3,130,0,,0,1,8,,,,,,GOOD
3040,1050,2,APARTMENT,695000,1,2,150,1,0,0,,,,,,2,0,AS_NEW
3041,9100,1,HOUSE,1150,2,2,,,,0,,,,,0,,,
3042,1180,2,APARTMENT,1600,2,2,92,1,,0,1,21,,,,2,0,GOOD
3043,8300,2,APARTMENT,565000,1,2,72,,,0,1,,,,,,,AS_NEW
3044,1050,2,APARTMENT,1050,2,1,65,1,1,0,,,,,,2,0,GOOD
3045,4570,1,HOUSE,700,2,1,100,1,,0,,,,,0,2,,GOOD
3046,4000,1,HOUSE,270000,1,3,148,1,0,0,1,10,1,300,405,2,0,JUST_RENOVATED
3047,7100,2,APARTMENT,800,2,2,82,0,0,0,1,,,,,,,GOOD
3048,9800,1,VILLA,586500,1,3,192,1,0,0,1,,,,432,4,0,GOOD
3049,3018,2,APARTMENT,1650,2,2,118,0,1,1,1,60,,,,2,0,AS_NEW
3050,8400,2,APARTMENT,199000,1,2,92,,,0,,,,,,2,,
3051,1180,1,HOUSE,3250,2,4,230,1,0,0,1,6,1,172,1000,2,0,GOOD
3052,1070,2,APARTMENT,230000,1,2,93,0,,0,1,8,,,,2,0,GOOD
3053,1000,2,APARTMENT,1350,2,1,91,,1,0,,,,,,2,,
3054,1081,1,TOWN_HOUSE,399000,1,2,160,0,,0,1,18,,,0,2,,GOOD
3055,1050,2,APARTMENT,2250,2,3,160,1,0,0,,,,,,2,0,GOOD
3056,9600,2,APARTMENT,228000,1,2,90,0,,0,,,,,,,,GOOD
3057,8300,2,APARTMENT,735000,1,2,80,1,,0,,,,,,2,,JUST_RENOVATED
3058,9500,1,MIXED_USE_BUILDING,290000,1,4,202,0,,0,,,,,63,2,,GOOD
3059,2275,2,APARTMENT,1000,2,2,113,1,,0,1,25,,,,3,,
3060,1640,1,VILLA,3750,2,4,210,0,0,1,,,,,2217,4,1,GOOD
3061,9000,2,APARTMENT,350000,1,4,150,0,0,0,1,,1,70,,2,0,TO_RENOVATE
3062,4540,1,HOUSE,225000,1,4,155,0,,0,,,1,85,125,2,,GOOD
3063,8420,1,HOUSE,419000,1,3,142,,,0,1,,,,463,3,,GOOD
3064,5030,2,APARTMENT,925,2,2,117,0,,0,1,,,,,4,,GOOD
3065,1080,2,APARTMENT,215000,1,2,75,1,0,0,,,,,,2,0,GOOD
3066,6810,1,VILLA,315000,1,5,192,0,0,0,1,50,1,22725,23000,4,0,GOOD
3067,2580,2,APARTMENT,289000,1,2,81,1,,0,1,,,,,,,
3068,1080,2,APARTMENT,185000,1,1,60,0,0,0,,,,,,2,0,AS_NEW
3069,2000,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
3070,2222,1,HOUSE,249000,1,3,152,,0,0,1,,,,1057,4,,TO_RENOVATE
3071,9700,2,APARTMENT,740,2,2,84,0,,0,,,,,,2,,GOOD
3072,9000,2,TRIPLEX,1300,2,3,178,0,0,0,1,15,,,,4,0,GOOD
3073,9100,2,APARTMENT,145000,1,2,89,,,0,1,,,,,2,,GOOD
3074,8000,2,DUPLEX,490,2,1,,,,0,,,,,,3,0,GOOD
3075,6724,1,HOUSE,1090,2,2,80,0,0,0,1,,,,0,2,0,GOOD
3076,9340,,HOUSE_GROUP,,1,,,,,0,,,,,,,,
3077,1000,2,FLAT_STUDIO,400,2,4,170,0,1,0,1,20,,,,2,0,JUST_RENOVATED
3078,9790,1,VILLA,890000,1,4,350,,,1,1,,,,2396,4,,TO_BE_DONE_UP
3079,1700,1,VILLA,545000,1,4,212,1,0,0,1,,,,580,4,0,AS_NEW
3080,1050,2,APARTMENT,1600,2,1,93,0,0,0,,,,,,2,0,GOOD
3081,1020,2,APARTMENT,800,2,0,,,0,0,,,,,,,,
3082,1070,2,APARTMENT,865,2,2,67,,,0,,,,,,2,,JUST_RENOVATED
3083,4537,1,HOUSE,425500,1,4,177,,,0,1,,1,835,835,,,
3084,3380,1,HOUSE,339000,1,4,193,0,0,0,1,,,,11898,4,0,TO_RENOVATE
3085,9600,1,BUNGALOW,229000,1,3,115,0,0,0,1,10,1,170,544,4,0,TO_BE_DONE_UP
3086,1950,1,HOUSE,3200,2,4,260,1,,0,1,,1,400,800,3,0,AS_NEW
3087,1000,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
3088,1800,2,APARTMENT,259000,1,2,95,0,0,0,1,2,,,,2,0,AS_NEW
3089,5550,1,HOUSE,169000,1,2,155,0,,0,1,20,,,110,3,,GOOD
3090,4500,1,HOUSE,149000,1,3,145,0,0,0,,,1,100,218,3,0,TO_RENOVATE
3091,3570,1,HOUSE,569000,1,3,202,1,,0,,,,,11063,4,0,GOOD
3092,2610,2,APARTMENT,185000,1,3,101,0,,0,1,,,,,2,,TO_BE_DONE_UP
3093,1410,2,APARTMENT,1300,2,2,125,1,0,0,1,4,,,,2,0,AS_NEW
3094,4500,2,APARTMENT,595,2,1,55,0,,0,,,,,,,,GOOD
3095,8300,2,LOFT,1600,2,2,100,,1,0,1,,,,,,,AS_NEW
3096,2500,1,HOUSE,359000,1,2,130,1,,0,,,,,98,,,GOOD
